slug,name,h1,seo_title,seo_description,full_gost_name,grade,group_name,thickness_mm,width_mm,state,surface,gost,price_per_kg,lead_time,image_filename
lenta-1-5x180-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,5х180 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,5х180 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.5,180,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-5x180-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-5x200-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,5х200 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,5х200 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.5,200,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-5x200-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-5x250-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,5х250 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,5х250 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.5,250,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-5x250-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x10-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х10 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х10 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,10,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x10-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x15-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х15 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х15 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,15,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x15-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x20-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х20 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х20 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,20,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x20-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x25-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х25 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х25 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,25,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x25-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x30-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х30 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х30 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,30,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x30-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x40-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х40 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х40 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,40,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x40-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x50-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х50 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х50 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,50,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x50-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x60-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х60 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х60 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,60,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x60-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x75-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х75 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х75 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,75,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x75-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x100-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х100 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х100 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,100,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x100-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x120-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х120 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х120 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,120,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x120-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x150-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х150 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х150 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,150,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x150-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x180-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х180 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х180 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,180,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x180-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x200-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х200 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х200 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,200,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x200-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-8x250-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 1,8х250 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,8х250 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,1.8,250,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-8x250-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x10-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х10 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х10 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,10,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x10-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x15-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х15 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х15 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,15,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x15-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x20-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х20 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х20 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,20,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x20-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x25-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х25 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х25 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,25,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x25-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x30-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х30 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х30 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,30,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x30-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x40-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х40 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х40 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,40,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x40-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x50-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х50 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х50 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,50,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x50-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x60-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х60 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х60 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,60,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x60-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x75-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х75 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х75 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,75,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x75-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x100-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х100 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х100 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,100,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x100-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x120-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х120 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х120 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,120,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x120-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x150-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х150 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х150 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,150,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x150-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x180-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х180 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х180 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,180,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x180-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x200-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х200 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х200 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,200,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x200-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-0x250-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,0х250 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,0х250 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.0,250,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-0x250-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x10-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х10 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х10 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,10,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x10-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x15-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х15 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х15 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,15,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x15-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x20-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х20 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х20 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,20,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x20-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x25-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х25 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х25 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,25,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x25-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x30-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х30 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х30 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,30,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x30-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x40-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х40 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х40 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,40,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x40-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x50-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х50 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х50 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,50,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x50-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x60-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х60 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х60 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,60,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x60-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x75-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х75 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х75 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,75,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x75-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x100-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х100 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х100 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,100,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x100-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x120-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х120 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х120 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,120,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x120-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x150-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х150 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х150 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,150,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x150-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x180-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х180 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х180 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,180,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x180-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x200-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х200 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х200 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,200,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x200-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-2-5x250-mm-20kh13-nagartovannaya-gost-4986-79,"Лента 2,5х250 мм 20Х13 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 2,5х250 20Х13-Н-НТ-3-В ГОСТ 4986-79",20Х13,Лента холоднокатаная,2.5,250,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-2-5x250-mm-20kh13-nagartovannaya-gost-4986-79.jpg
lenta-1-0x10-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х10 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х10 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,10,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x10-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x15-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х15 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х15 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,15,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x15-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x20-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х20 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х20 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,20,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x20-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x25-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х25 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х25 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,25,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x25-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x30-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х30 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х30 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,30,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x30-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x40-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х40 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х40 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,40,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x40-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x50-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х50 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х50 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,50,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x50-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x60-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х60 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х60 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,60,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x60-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x75-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х75 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х75 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,75,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x75-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x100-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х100 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х100 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,100,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x100-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x120-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х120 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х120 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,120,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x120-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x150-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х150 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х150 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,150,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x150-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x180-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х180 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х180 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,180,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x180-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x200-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х200 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х200 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,200,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x200-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
lenta-1-0x250-mm-12kh18n9-nagartovannaya-gost-4986-79,"Лента 1,0х250 мм 12Х18Н9 нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 1,0х250 12Х18Н9-Н-НТ-3-В ГОСТ 4986-79",12Х18Н9,Лента холоднокатаная,1.0,250,Нагартованная,Обычная,ГОСТ 4986-79,,Под заказ,lenta-1-0x250-mm-12kh18n9-nagartovannaya-gost-4986-79.jpg
